name,google_scholar,title,link,authors,publication_info,citation,year
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Retirement and supplemental income programs for low-income older Mexican-origin adults in the United States and Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:tOudhMTPpwUC,"E Aguila, JL Angel","Public Policy & Aging Report 31 (3), 89-95, 2021",4,2021
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Private insurance and mental health among older adults with multiple chronic conditions: a longitudinal analysis by race and ethnicity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:WbkHhVStYXYC,"H Jun, E Aguila","International Journal of Environmental Research and Public Health 18 (5), 2615, 2021",7,2021
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Long-Term Effects of Social Insurance on Adult Mortality: Evidence From Three Social Programs in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:LPZeul_q3PIC,"E Aguila, W Dow, S Parker","Innovation in Aging 5 (Suppl 1), 498, 2021",,2021
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Framing Binational Challenges of Mental and Cognitive Health Care in Mexican-Origin Older Adults: Consensus Findings,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:5Ul4iDaHHb8C,"S Grasso, F Andrade, M Lopez-Ortega, E Aguila","Innovation in Aging 5 (Suppl 1), 477, 2021",,2021
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,"Acknowledgement of Reviewers for Journal of Cross-Cultural Gerontology, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:8AbLer7MMksC,"M Adamek, E Aguila, O Agunbiade, J Angel, G Babulal, M Bailey, ...","Journal of Cross-Cultural Gerontology 3 (120), 1196, 2021",,2021
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Likely Dementia and Its Implication for Support Among the Oldest-Old in Mexico and the United States,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:XiSMed-E-HIC,"M Lopez-Ortega, S Mejia, E Aguila, L Gutiérrez-Robledo, W Vega, ...","Innovation in Aging 4 (Supplement_1), 574-574, 2020",,2020
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,"Supplemental income program design: A cluster-randomized controlled trial to examine the health and wellbeing effects on older adults by gender, duration, and payment frequency",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:SP6oXDckpogC,"E Aguila, JP Smith","Social Science & Medicine 259, 113139, 2020",7,2020
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Living arrangements and supplemental income programs for older adults in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:P5F9QuxV20EC,"E Aguila, JH Park, A Vega","Demography 57 (4), 1345-1368, 2020",12,2020
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Short-term impact of income on cognitive function: evidence from a sample of Mexican older adults,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:u_35RYKgDlwC,"E Aguila, M Casanova","Journal of Aging and Health 32 (7-8), 591-603, 2020",21,2020
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Gender differences in cognitive function among older Mexican immigrants,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:f2IySw72cVMC,"M Casanova, E Aguila","The Journal of the Economics of Ageing 16, 100226, 2020",12,2020
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Health and social correlates of dementia in oldest‐old Mexican‐origin populations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:u9iWguZQMMsC,"S Mejia‐Arango, E Aguila, M López‐Ortega, LM Gutiérrez‐Robledo, ...","Alzheimer's & Dementia: Translational Research & Clinical Interventions 6 (1 …, 2020",10,2020
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Do income supplemental programs for older adults’ help reduce primary caregiver burden? Evidence from Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:fPk4N6BV_jEC,"E Aguila, M López-Ortega, S Angst","Journal of cross-cultural gerontology 34, 385-402, 2019",11,2019
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,A Bi-National Comparison of Federal Safety Net Programs for Low-Income Elderly in the US and Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:b0M2c_1WBrUC,"E Aguila, JL Angel","Innovation in Aging 3 (Suppl 1), S65, 2019",1,2019
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,The effect of old-age pensions on health care utilization patterns and insurance uptake in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:EUQCXRtRnyEC,"C Riumallo-Herl, E Aguila","BMJ Global Health 4 (6), e001771, 2019",23,2019
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,OLD AND FORGOTTEN? CARE FOR ELDERS IN MEXICO AND THE US,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:bFI3QPDXJZMC,"E Aguila, JL Angel, K Markides","Innovation in Aging 3 (Supplement_1), S64-S65, 2019",,2019
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Understanding the racial/ethnic gap in bank account ownership among older adults,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:35N4QoGY0k4C,"LR Blanco, M Angrisani, E Aguila, M Leng","Journal of Consumer Affairs 53 (2), 324-354, 2019",18,2019
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,"Determinants of informal care supply for older adults in Yucatan, Mexico",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:pqnbT2bcN3wC,"S Angst, E Aguila, M López-Ortega","Contextualizing health and aging in the Americas: Effects of space, time and …, 2019",7,2019
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,The Role of clinics in determining older Recent immigrants’ use of health services,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:M05iB0D1s5AC,"A Vega, T Porteny, E Aguila","Journal of Immigrant and Minority Health 20, 1468-1475, 2018",8,2018
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Non-contributory pension programs and frailty of older adults: Evidence from Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:SeFeTyx0c_EC,"E Águila, M López-Ortega, LM Gutiérrez Robledo","PloS one 13 (11), e0206792, 2018",25,2018
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Cognition and income in old age,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:zA6iFVUQeVQC,"E Aguila, M Casanova","Innovation in Aging 2 (Suppl 1), 78, 2018",1,2018
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Cash Transfer Programs for Older Persons: Effects on Obesity,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:p2g8aNsByqUC,"D Slusky, N Mejia, E Aguila","7th Annual Conference of the American Society of Health Economists, 2018",,2018
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Effects of Permanent Income Increases on Neighbors: Evidence From an Randomized Controlled Trial,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:738O_yMBCRsC,"E Aguila, A Kapteyn, E Meijer","PAA 2018 Annual Meeting, 2018",,2018
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Living Arrangements and Supplemental Income Programs for Older Adults,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:nb7KW1ujOQ8C,"E Aguila, JH Park, A Vega","PAA 2018 Annual Meeting, 2018",,2018
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Retirement planning among Hispanics: In God’s hands?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:YFjsv_pBGBYC,"LR Blanco, E Aguila, A Gongora, OK Duru","Journal of aging & social policy 29 (4), 311-331, 2017",20,2017
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Social security contributions and return migration among older male Mexican immigrants,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:NaGl4SEjCO4C,"E Aguila, A Vega","The Gerontologist 57 (3), 563-574, 2017",14,2017
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Foreign retirement income among new older immigrants in the United States,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:GnPB-g6toBAC,"A Vega, E Aguila","International Migration 55 (3), 38-56, 2017",1,2017
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Designing cash transfer programs for an older population: The Mexican case,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:JV2RwH3_ST0C,"E Aguila, A Kapteyn, C Tassot","The Journal of the Economics of Ageing 9, 111-121, 2017",7,2017
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Consumption smoothing and frequency of benefit payments of cash transfer programs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:J_g5lzvAfSwC,"E Aguila, A Kapteyn, F Perez-Arce","American Economic Review 107 (5), 430-435, 2017",42,2017
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Old-Age Income and Health Care Utilization: A Consumption Puzzle in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:a0OBvERweLwC,"CJR Herl, E Aguila","PAA 2017 Annual Meeting, 2017",,2017
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,The Role of Clinics in Older Immigrants' Use of Health Services,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:l7t_Zn2s7bgC,"A Vega, T Porteny, E Aguila","PAA 2017 Annual Meeting, 2017",,2017
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Sociodemographic characteristics associated with alcohol use among low-income Mexican older adults,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:bEWYMUwI8FkC,"E Aguila, EG Guerrero, WA Vega","Substance abuse treatment, prevention, and policy 11, 1-9, 2016",10,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,INCOME SUPPLEMENTAL PROGRAM FOR ELDERLY AND FRAILTY: EVIDENCE FROM AN EXPERIMENT IN MEXICO,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:O3NaXMp0MMsC,"E Aguila, M LopezOrtega","GERONTOLOGIST 56, 22-23, 2016",,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Costs of extending the noncontributory pension program for elderly: The Mexican case,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:r0BpntZqJG4C,"E Aguila, N Mejia, F Perez-Arce, E Ramirez, A Rivera Illingworth","Journal of aging & social policy 28 (4), 325-343, 2016",17,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Culturally competent informed-consent process to evaluate a social policy for older persons with low literacy: The Mexican case,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:M3NEmzRMIkIC,"E Aguila, BA Weidmer, A Rivera Illingworth, H Martinez","SAGE open 6 (3), 2158244016665886, 2016",25,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Ownership of a bank account and health of older Hispanics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:iH-uZ7U-co4C,"E Aguila, M Angrisani, LR Blanco","Economics letters 144, 41-44, 2016",49,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Alleviating Poverty for Older Adults: Findings from a Noncontributory Pension Program in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:cFHS6HbyZ2cC,E Aguila,"2016 Annual Meeting, 2016",,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Effects of a Non-Contributory Pension Program for Elderly Population on Frailty and Functional Disability: Evidence from an Experiment in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:yD5IFk8b50cC,"M Lopez-Ortega, E Aguila","2016 Annual Meeting, 2016",,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Income Sources of Newly Admitted Immigrant Elderly in the United States: A First Look at Pensions from Abroad,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:4OULZ7Gr8RgC,"A Vega, E Aguila","2016 Annual Meeting, 2016",,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,"A Cash Transfer Program for Older Persons in Yucatan, Mexico: Effects on Food Consumption and Obesity",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:pyW8ca7W8N0C,"E Aguila, N Mejia","2016 Annual Meeting, 2016",,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,The Costs of Caring: Familial Dynamics and the Effects of Universal Pension Transfers on Elder Care in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:D03iK_w7-QYC,"E Aguila, S Angst","2016 Annual Meeting, 2016",,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Old-age income and health care utilization: A consumption puzzle in Mexico,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:NMxIlDl6LWMC,"CJ RIUMALLO-HERL, E AGUILA",,1,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,"Consumption Smoothing, Frequency of Benefit Payments, and Effectiveness of Social Programs",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:_Qo2XoVZTnwC,"E Aguila, A Kapteyn, F Perez-Arce","Mimeo, USC, 2016",2,2016
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Social Security Contributions and Return Migration among Older Male Mexican Immigrants,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:RHpTSmoSYBkC,"E Aguila, A Vega","Michigan Retirement Research Center Research Paper, 2015",3,2015
Emma Aguila,https://scholar.google.com/citations?user=xfW8UvkAAAAJ&hl=en&oi=ao&pagesize=100&view_op=list_works&sortby=pubdate,Pobreza y vulnerabilidad en México: El caso de los jóvenes que no estudian ni trabajan,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=xfW8UvkAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=xfW8UvkAAAAJ:3fE2CSJIrl8C,"E Aguila, N Mejía, F Pérez, A Rivera, E Ramírez","Estudios Económicos (México, DF) 30 (1), 3-49, 2015",59,2015
